rank_2024,rank_2023,rank_2022,rank_2021,rank_2020,rank_2019,Firma,Miejscowość,GPW,Rok założenia (KRS),Rok założenia  biznesu w,REGON,KRS,NIP,Forma prawna,PK,Opis,Lista200,Rodzaj właściciela,S/J,year,current_assets,depreciation,employment,equity,exports,fixed_assets,gross_profit,income_tax,liabilities_and_provisions,net_profit,operating_profit,sales,total_assets,total_liabilities,wages_total
1.0,1,1.0,1.0,1.0,1.0,"Orlen SA GK, Płock",Płock,SG),1999,2001.0,610188201,28860.0,7740001454,SA,1920,Wytwarzanie i przetwarzanie produktów rafinacji ropy naftowej,paliwa,412,S,2024,68607000.0,14014000.0,67809.0,146689000.0,99189000.0,186761000.0,7619000.0,6236000.0,108679000.0,1383000.0,7947000.0,294976000.0,255368000.0,,12137000.0
407.0,463,420.0,388.0,542.0,714.0,"Pekabex SA GK, Poznań",Poznań,SG),2001,2002.0,630007106,109717.0,7770000844,SA,6820,Materiały budowlane - beton,budownictwo,400,S,2019,415709.0,16052.79691550175,1456.0,309270.0,182961.0,338184.0,38001.0,,,30496.0,39396.0,772047.0,753893.0,444622.0,104983.0
407.0,463,420.0,388.0,542.0,714.0,"Pekabex SA GK, Poznań",Poznań,SG),2001,2002.0,630007106,109717.0,7770000844,SA,6820,Materiały budowlane - beton,budownictwo,400,S,2020,484918.0,19999.00244399461,1529.0,361721.0,213811.0,420445.0,71478.0,,543642.0,57900.0,69455.0,952327.0,905363.0,,123382.0
407.0,463,420.0,388.0,542.0,714.0,"Pekabex SA GK, Poznań",Poznań,SG),2001,2002.0,630007106,109717.0,7770000844,SA,6820,Materiały budowlane - beton,budownictwo,400,S,2021,405621.0,26725.0,2021.0,814717.0,442558.0,767529.0,49277.0,,772594.0,40640.0,57767.0,1504862.0,1173150.0,,218460.0
407.0,463,420.0,388.0,542.0,714.0,"Pekabex SA GK, Poznań",Poznań,SG),2001,2002.0,630007106,109717.0,7770000844,SA,6820,Materiały budowlane - beton,budownictwo,400,S,2022,864192.3289124321,27670.44391156576,2752.0,482494.5188658496,444116.0,460718.0,82172.90278889533,,842415.0500178752,67255.14433683905,100012.7143530555,1677944.893702646,1324909.568766044,,225095.1974781133
407.0,463,420.0,388.0,542.0,714.0,"Pekabex SA GK, Poznań",Poznań,SG),2001,2002.0,630007106,109717.0,7770000844,SA,6820,Materiały budowlane - beton,budownictwo,400,S,2023,1014639.599024294,29044.41160282236,2570.0,521927.6193096431,485418.0,506300.0975178992,81800.73058674924,,999012.0772356276,68707.0429093102,110385.4175237109,1566236.555226037,1520939.696542194,,235333.5861798991
407.0,463,420.0,388.0,542.0,714.0,"Pekabex SA GK, Poznań",Poznań,SG),2001,2002.0,630007106,109717.0,7770000844,SA,6820,Materiały budowlane - beton,budownictwo,400,S,2024,997764.0,30949.0,1666.0,552642.0,394915.0,457375.0,45983.0,5054.0,902497.0,40929.0,65079.0,1728162.0,1455139.0,,248354.0
9.0,11,10.0,12.0,5.0,7.0,"Eurocash SA GK, Komorniki",Komorniki,SG),2004,2004.0,631008941,213765.0,7791906082,SA,4690,Sprzedaż hurtowa niewyspecjalizowana,handel hurtowy,450,S,2019,2972399.0,549557.0,22244.0,963399.0,0.0,4912608.0,113423.0,,,79126.0,244522.0,24852241.0,7885007.0,6921608.0,1418801.0
9.0,11,10.0,12.0,5.0,7.0,"Eurocash SA GK, Komorniki",Komorniki,SG),2004,2004.0,631008941,213765.0,7791906082,SA,4690,Sprzedaż hurtowa niewyspecjalizowana,handel hurtowy,450,S,2020,2978136.0,553511.0,21067.0,1002841.0,0.0,5087653.0,107921.0,,7062947.7,68074.0,250429.0,25411042.0,8065789.0,,1476810.0
9.0,11,10.0,12.0,5.0,7.0,"Eurocash SA GK, Komorniki",Komorniki,SG),2004,2004.0,631008941,213765.0,7791906082,SA,4690,Sprzedaż hurtowa niewyspecjalizowana,handel hurtowy,450,S,2021,3219797.0,610632.0,20764.0,786596.0,0.0,5267502.0,-939.7,,7700702.8,-99342.4,97529.6,26281431.0,8487299.0,,1472093.0
9.0,11,10.0,12.0,5.0,7.0,"Eurocash SA GK, Komorniki",Komorniki,SG),2004,2004.0,631008941,213765.0,7791906082,SA,4690,Sprzedaż hurtowa niewyspecjalizowana,handel hurtowy,450,S,2022,3483952.0,142539.0,19432.0,798903.0,0.0,5185870.0,182588.0,,7870919.0,89230.0,403732.0,30857665.0,8669822.0,,1631510.0
9.0,11,10.0,12.0,5.0,7.0,"Eurocash SA GK, Komorniki",Komorniki,SG),2004,2004.0,631008941,213765.0,7791906082,SA,4690,Sprzedaż hurtowa niewyspecjalizowana,handel hurtowy,450,S,2023,3908419.5,629500.0,18785.0,919463.0,0.0,5147859.0,195000.0,,8136815.6,144700.0,436000.0,32452000.0,9056278.5,,1666148.0
9.0,11,10.0,12.0,5.0,7.0,"Eurocash SA GK, Komorniki",Komorniki,SG),2004,2004.0,631008941,213765.0,7791906082,SA,4690,Sprzedaż hurtowa niewyspecjalizowana,handel hurtowy,450,S,2024,4170384.0,648965.0,16380.0,862468.0,0.0,4989001.0,35485.0,31644.0,8296918.0,3841.0,284554.0,32241140.0,9159385.0,,1702369.0
1389.0,1406,1440.0,1343.0,1513.0,1884.0,"Decora SA GK, Środa Wielkopolska",Środa Wielkopolska,SG),1994,1994.0,630247715,224559.0,7861000577,SA,2229,Produkcja wyrobów dla budownictwa z tworzyw sztucznych,budownictwo,540,S,2019,103233.0,12223.0,534.0,147474.0,203840.0,106564.0,30971.0,,,25281.0,31987.0,306290.0,209797.0,62323.0,44218.0
1389.0,1406,1440.0,1343.0,1513.0,1884.0,"Decora SA GK, Środa Wielkopolska",Środa Wielkopolska,SG),1994,1994.0,630247715,224559.0,7861000577,SA,2229,Produkcja wyrobów dla budownictwa z tworzyw sztucznych,budownictwo,540,S,2020,132117.0,11000.0,544.0,188675.0,255447.0,116211.0,69686.0,,59653.0,56623.0,69363.0,370809.0,248328.0,,46893.0
1389.0,1406,1440.0,1343.0,1513.0,1884.0,"Decora SA GK, Środa Wielkopolska",Środa Wielkopolska,SG),1994,1994.0,630247715,224559.0,7861000577,SA,2229,Produkcja wyrobów dla budownictwa z tworzyw sztucznych,budownictwo,540,S,2021,206334.0,38618.0,602.0,235168.0,319308.0,147603.0,81804.0,,118769.0,66686.0,83696.0,480585.0,353937.0,,17370.0
1389.0,1406,1440.0,1343.0,1513.0,1884.0,"Decora SA GK, Środa Wielkopolska",Środa Wielkopolska,SG),1994,1994.0,630247715,224559.0,7861000577,SA,2229,Produkcja wyrobów dla budownictwa z tworzyw sztucznych,budownictwo,540,S,2022,234907.0,13373.0,578.0,262212.0,256697.0,237198.0,48841.0,,209893.0,40551.0,54997.0,545716.0,472105.0,,65287.0
1389.0,1406,1440.0,1343.0,1513.0,1884.0,"Decora SA GK, Środa Wielkopolska",Środa Wielkopolska,SG),1994,1994.0,630247715,224559.0,7861000577,SA,2229,Produkcja wyrobów dla budownictwa z tworzyw sztucznych,budownictwo,540,S,2023,208116.0,19050.0,580.0,301548.0,368875.0,259404.0,86053.0,,165972.0,66942.0,84100.0,570936.0,467520.0,,69825.0
1389.0,1406,1440.0,1343.0,1513.0,1884.0,"Decora SA GK, Środa Wielkopolska",Środa Wielkopolska,SG),1994,1994.0,630247715,224559.0,7861000577,SA,2229,Produkcja wyrobów dla budownictwa z tworzyw sztucznych,budownictwo,540,S,2024,232316.0,23784.0,619.0,352494.0,363460.0,264391.0,102254.0,21236.0,144213.0,81018.0,104026.0,588008.0,496707.0,,82996.0
35.0,38,38.0,30.0,26.0,19.0,"GK Cyfrowy Polsat SA, Warszawa",Warszawa,SG),1999,2001.0,670925160,10078.0,7961810732,SA,6130,Działalność w zakresie telekomunikacji satelitarnej,"media, telekomunkacja, IT",450,S,2019,4984900.0,2229700.0,7231.0,14464500.0,0.0,27604700.0,1467600.0,,,1114600.0,1967000.0,11676100.0,32589600.0,18125100.0,840900.0
35.0,38,38.0,30.0,26.0,19.0,"GK Cyfrowy Polsat SA, Warszawa",Warszawa,SG),1999,2001.0,670925160,10078.0,7961810732,SA,6130,Działalność w zakresie telekomunikacji satelitarnej,"media, telekomunkacja, IT",450,S,2020,5277200.0,2825300.0,7402.0,14426200.0,0.0,27837800.0,1442100.0,,18688800.0,1146200.0,1886200.0,11962900.0,33115000.0,,872900.0
35.0,38,38.0,30.0,26.0,19.0,"GK Cyfrowy Polsat SA, Warszawa",Warszawa,SG),1999,2001.0,670925160,10078.0,7961810732,SA,6130,Działalność w zakresie telekomunikacji satelitarnej,"media, telekomunkacja, IT",450,S,2021,8077300.0,2462000.0,7498.0,15384600.0,0.0,24159700.0,5666100.0,,16852400.0,4414500.0,5796400.0,12444000.0,32237000.0,,909400.0
35.0,38,38.0,30.0,26.0,19.0,"GK Cyfrowy Polsat SA, Warszawa",Warszawa,SG),1999,2001.0,670925160,10078.0,7961810732,SA,6130,Działalność w zakresie telekomunikacji satelitarnej,"media, telekomunkacja, IT",450,S,2022,6403600.0,1829000.0,7648.0,15810800.0,0.0,25775300.0,1110300.0,,16495800.0,901100.0,1642200.0,12915300.0,32306600.0,,993400.0
35.0,38,38.0,30.0,26.0,19.0,"GK Cyfrowy Polsat SA, Warszawa",Warszawa,SG),1999,2001.0,670925160,10078.0,7961810732,SA,6130,Działalność w zakresie telekomunikacji satelitarnej,"media, telekomunkacja, IT",450,S,2023,9018900.0,1900400.0,8020.0,16305200.0,0.0,28149200.0,421800.0,,20871500.0,311600.0,1311600.0,13626300.0,37168100.0,,953700.0
35.0,38,38.0,30.0,26.0,19.0,"GK Cyfrowy Polsat SA, Warszawa",Warszawa,SG),1999,2001.0,670925160,10078.0,7961810732,SA,6130,Działalność w zakresie telekomunikacji satelitarnej,"media, telekomunkacja, IT",450,S,2024,9023600.0,1613100.0,8219.0,17069300.0,0.0,28441100.0,1079500.0,302200.0,20398700.0,777300.0,1766200.0,14265900.0,37464700.0,,1022500.0
237.0,216,178.0,243.0,306.0,324.0,"Polimex Mostostal SA GK, Warszawa",Warszawa,SG),1945,2001.0,710252031,22460.0,8210014509,SA,7010,"Działalność firm centralnych (head offices) i holdingów, z wyłączeniem holdingów finansowych",budownictwo,245,S,2019,891439.0,35218.0,4525.0,732450.0,488777.0,822679.0,53761.0,,,50654.0,60419.0,1589430.0,1714118.0,1023860.0,356884.0
237.0,216,178.0,243.0,306.0,324.0,"Polimex Mostostal SA GK, Warszawa",Warszawa,SG),1945,2001.0,710252031,22460.0,8210014509,SA,7010,"Działalność firm centralnych (head offices) i holdingów, z wyłączeniem holdingów finansowych",budownictwo,245,S,2020,1173775.0,37344.0,4555.0,788121.0,542694.0,738389.0,78981.0,,1150933.0,63210.0,89532.0,1615320.0,1912164.0,,385683.0
237.0,216,178.0,243.0,306.0,324.0,"Polimex Mostostal SA GK, Warszawa",Warszawa,SG),1945,2001.0,710252031,22460.0,8210014509,SA,7010,"Działalność firm centralnych (head offices) i holdingów, z wyłączeniem holdingów finansowych",budownictwo,245,S,2021,1623631.0,36856.0,4693.0,901230.0,621605.0,763266.0,107438.0,,1485667.0,87025.0,127504.0,2304000.0,2386897.0,,453504.0
237.0,216,178.0,243.0,306.0,324.0,"Polimex Mostostal SA GK, Warszawa",Warszawa,SG),1945,2001.0,710252031,22460.0,8210014509,SA,7010,"Działalność firm centralnych (head offices) i holdingów, z wyłączeniem holdingów finansowych",budownictwo,245,S,2022,1950810.0,40154.0,4738.0,1037570.0,733743.0,777414.0,165819.0,,1691157.0,131053.0,167098.0,3784203.0,2728727.0,,531399.0
237.0,216,178.0,243.0,306.0,324.0,"Polimex Mostostal SA GK, Warszawa",Warszawa,SG),1945,2001.0,710252031,22460.0,8210014509,SA,7010,"Działalność firm centralnych (head offices) i holdingów, z wyłączeniem holdingów finansowych",budownictwo,245,S,2023,1594224.0,43718.0,4625.0,933529.0,808600.0,834852.0,-138955.0,,1535459.0,-123218.0,-116633.0,3013631.0,2429076.0,,566540.0
237.0,216,178.0,243.0,306.0,324.0,"Polimex Mostostal SA GK, Warszawa",Warszawa,SG),1945,2001.0,710252031,22460.0,8210014509,SA,7010,"Działalność firm centralnych (head offices) i holdingów, z wyłączeniem holdingów finansowych",budownictwo,245,S,2024,1727916.0,48427.0,4566.0,588871.0,653419.0,930886.0,-422222.0,-73638.0,2069931.0,-348584.0,-399184.0,2855894.0,2658802.0,,604819.0
185.0,248,357.0,636.0,489.0,337.0,"Benefit Systems SA GK, Warszawa",Warszawa,SG),2000,2010.0,750721670,370919.0,8361676510,SA,9311,Działalność związana z grami losowymi i zakładami wzajemnymi,usługi,540,S,2019,274876.0,202481.0,1400.0,620260.0,322812.0,1804753.0,142972.0,,,107022.0,155461.0,1527391.0,2079629.0,1459369.0,251476.0
185.0,248,357.0,636.0,489.0,337.0,"Benefit Systems SA GK, Warszawa",Warszawa,SG),2000,2010.0,750721670,370919.0,8361676510,SA,9311,Działalność związana z grami losowymi i zakładami wzajemnymi,usługi,540,S,2020,423530.0,211223.0,1447.0,523000.0,329925.0,1620773.0,-90632.0,,1521303.0,-98692.0,-3387.0,1033736.0,2044303.0,,197487.0
185.0,248,357.0,636.0,489.0,337.0,"Benefit Systems SA GK, Warszawa",Warszawa,SG),2000,2010.0,750721670,370919.0,8361676510,SA,9311,Działalność związana z grami losowymi i zakładami wzajemnymi,usługi,540,S,2021,452841.0,33572.0,1374.0,601677.0,255912.0,1727957.0,-17140.0,,1579121.0,-23855.0,-4010.0,954938.0,2180798.0,,199553.0
185.0,248,357.0,636.0,489.0,337.0,"Benefit Systems SA GK, Warszawa",Warszawa,SG),2000,2010.0,750721670,370919.0,8361676510,SA,9311,Działalność związana z grami losowymi i zakładami wzajemnymi,usługi,540,S,2022,466311.0,61874.0,1487.0,725416.0,539180.0,1767710.0,176572.0,,1508605.0,139077.0,212751.0,1909120.0,2234021.0,,314076.0
185.0,248,357.0,636.0,489.0,337.0,"Benefit Systems SA GK, Warszawa",Warszawa,SG),2000,2010.0,750721670,370919.0,8361676510,SA,9311,Działalność związana z grami losowymi i zakładami wzajemnymi,usługi,540,S,2023,701784.0,287474.0,1615.0,998330.0,790134.0,2098639.0,553409.0,,1802093.0,444873.0,540099.0,2774145.0,2800423.0,,378467.0
185.0,248,357.0,636.0,489.0,337.0,"Benefit Systems SA GK, Warszawa",Warszawa,SG),2000,2010.0,750721670,370919.0,8361676510,SA,9311,Działalność związana z grami losowymi i zakładami wzajemnymi,usługi,540,S,2024,662966.0,353001.0,2222.0,1159961.0,922250.0,2756974.0,600322.0,145663.0,2259979.0,454659.0,628269.0,3397270.0,3419940.0,,565523.0
191.0,194,197.0,212.0,391.0,564.0,"Mirbud SA GK, Skierniewice",Skierniewice,SG),1988,2006.0,750772302,270385.0,8361702207,SA,4120,Roboty budowlane związane ze wznoszeniem budynków mieszkalnych i niemieszkalnych,budownictwo,400,S,2019,627799.0,11682.0,792.0,405240.0,0.0,518632.0,36995.0,,,28124.0,52218.0,949104.0,1146431.0,741181.0,70846.0
191.0,194,197.0,212.0,391.0,564.0,"Mirbud SA GK, Skierniewice",Skierniewice,SG),1988,2006.0,750772302,270385.0,8361702207,SA,4120,Roboty budowlane związane ze wznoszeniem budynków mieszkalnych i niemieszkalnych,budownictwo,400,S,2020,861227.0,13997.0,852.0,461610.0,0.0,677902.0,70273.0,,1077519.0,58193.0,84409.0,1242903.0,1539129.0,,81121.0
191.0,194,197.0,212.0,391.0,564.0,"Mirbud SA GK, Skierniewice",Skierniewice,SG),1988,2006.0,750772302,270385.0,8361702207,SA,4120,Roboty budowlane związane ze wznoszeniem budynków mieszkalnych i niemieszkalnych,budownictwo,400,S,2021,1325860.0,13997.0,990.0,582281.0,0.0,714745.0,156057.0,,1458324.0,128010.0,174474.0,2505568.0,2040605.0,,104129.0
191.0,194,197.0,212.0,391.0,564.0,"Mirbud SA GK, Skierniewice",Skierniewice,SG),1988,2006.0,750772302,270385.0,8361702207,SA,4120,Roboty budowlane związane ze wznoszeniem budynków mieszkalnych i niemieszkalnych,budownictwo,400,S,2022,1518326.0,16067.0,1094.0,681989.0,0.0,729720.0,151161.0,,1566057.0,119195.0,178372.0,3319329.0,2248046.0,,130854.0
191.0,194,197.0,212.0,391.0,564.0,"Mirbud SA GK, Skierniewice",Skierniewice,SG),1988,2006.0,750772302,270385.0,8361702207,SA,4120,Roboty budowlane związane ze wznoszeniem budynków mieszkalnych i niemieszkalnych,budownictwo,400,S,2023,1436824.0,18722.0,1112.0,793550.0,0.0,846977.0,170213.0,,1490251.0,135414.0,223883.0,3322440.0,2283801.0,,149699.0
191.0,194,197.0,212.0,391.0,564.0,"Mirbud SA GK, Skierniewice",Skierniewice,SG),1988,2006.0,750772302,270385.0,8361702207,SA,4120,Roboty budowlane związane ze wznoszeniem budynków mieszkalnych i niemieszkalnych,budownictwo,400,S,2024,1583272.0,22307.0,1138.0,1095020.0,0.0,830308.0,151729.0,30357.0,1318560.0,121372.0,182131.0,3252143.0,2413580.0,,166313.0
115.0,108,93.0,79.0,88.0,66.0,"Boryszew SA GK, Sochaczew",Warszawa,SG),1911,2001.0,750010992,63824.0,8370000634,SA,7010,"Działalność firm centralnych (head offices) i holdingów, z wyłączeniem holdingów finansowych",produkcja,400,S,2019,2322827.0,203344.0,11154.0,1535057.0,4054901.0,2464563.0,-23123.0,,,-96780.0,210298.0,6259519.0,4787390.0,3237018.0,892877.0
115.0,108,93.0,79.0,88.0,66.0,"Boryszew SA GK, Sochaczew",Warszawa,SG),1911,2001.0,750010992,63824.0,8370000634,SA,7010,"Działalność firm centralnych (head offices) i holdingów, z wyłączeniem holdingów finansowych",produkcja,400,S,2020,2211299.0,195292.0,9880.0,1633594.0,3656013.0,1886475.0,336083.0,,2447657.0,281490.0,54089.0,5554579.0,4097774.0,,857743.0
115.0,108,93.0,79.0,88.0,66.0,"Boryszew SA GK, Sochaczew",Warszawa,SG),1911,2001.0,750010992,63824.0,8370000634,SA,7010,"Działalność firm centralnych (head offices) i holdingów, z wyłączeniem holdingów finansowych",produkcja,400,S,2021,2399958.0,174202.0,8977.0,1746704.0,4046657.0,1820678.0,152220.0,,2473932.0,78916.0,170205.0,6264000.0,4220636.0,,868364.0
115.0,108,93.0,79.0,88.0,66.0,"Boryszew SA GK, Sochaczew",Warszawa,SG),1911,2001.0,750010992,63824.0,8370000634,SA,7010,"Działalność firm centralnych (head offices) i holdingów, z wyłączeniem holdingów finansowych",produkcja,400,S,2022,2074617.0,177876.0,8622.0,1659618.0,4053510.0,1911057.0,184481.0,,2296613.0,113573.0,216674.0,6790515.0,3985674.0,,829267.0
115.0,108,93.0,79.0,88.0,66.0,"Boryszew SA GK, Sochaczew",Warszawa,SG),1911,2001.0,750010992,63824.0,8370000634,SA,7010,"Działalność firm centralnych (head offices) i holdingów, z wyłączeniem holdingów finansowych",produkcja,400,S,2023,1792391.0,158898.0,8554.0,1656857.0,3754743.3,1966038.0,134515.0,,2101572.0,117549.0,177087.0,5689005.0,3758429.0,,845337.0
115.0,108,93.0,79.0,88.0,66.0,"Boryszew SA GK, Sochaczew",Warszawa,SG),1911,2001.0,750010992,63824.0,8370000634,SA,7010,"Działalność firm centralnych (head offices) i holdingów, z wyłączeniem holdingów finansowych",produkcja,400,S,2024,1700131.0,158668.0,7280.0,1621789.0,3106593.0,1933438.0,103529.0,-17276.0,2011780.0,120805.0,178500.0,5116006.0,3633569.0,,839058.0
277.0,225,126.0,164.0,186.0,180.0,"Grupa Azoty Zakłady Chemiczne Police SA GK, Police",Police,SG),1965,2001.0,810822270,15501.0,8510205573,SA,2015,Produkcja nawozów i związków azotowych,chemia,142,S,2019,1095718.0,126968.0,3527.0,1337126.0,815627.0,1837782.0,54966.0,,,43537.0,48254.0,2432318.0,2933500.0,1596374.0,380660.0
277.0,225,126.0,164.0,186.0,180.0,"Grupa Azoty Zakłady Chemiczne Police SA GK, Police",Police,SG),1965,2001.0,810822270,15501.0,8510205573,SA,2015,Produkcja nawozów i związków azotowych,chemia,142,S,2020,749717.0,135606.0,3526.0,1744289.0,877264.0,2659146.0,147516.0,,1664574.0,123649.0,59117.0,2427966.0,3408863.0,,394328.0
277.0,225,126.0,164.0,186.0,180.0,"Grupa Azoty Zakłady Chemiczne Police SA GK, Police",Police,SG),1965,2001.0,810822270,15501.0,8510205573,SA,2015,Produkcja nawozów i związków azotowych,chemia,142,S,2021,1499476.0,134195.0,3347.0,1854856.0,1118891.0,2679467.0,146336.0,,2324067.0,113064.0,161294.0,3219916.0,4178943.0,,381769.0
277.0,225,126.0,164.0,186.0,180.0,"Grupa Azoty Zakłady Chemiczne Police SA GK, Police",Police,SG),1965,2001.0,810822270,15501.0,8510205573,SA,2015,Produkcja nawozów i związków azotowych,chemia,142,S,2022,1565753.0,35424.0,3327.0,1865904.0,1856459.0,2783769.0,-161213.0,,2483618.0,-135394.0,-141523.0,5349679.0,4349522.0,,434914.0
277.0,225,126.0,164.0,186.0,180.0,"Grupa Azoty Zakłady Chemiczne Police SA GK, Police",Police,SG),1965,2001.0,810822270,15501.0,8510205573,SA,2015,Produkcja nawozów i związków azotowych,chemia,142,S,2023,1067480.0,131310.0,3357.0,754372.0,1557736.0,2237043.0,-1140721.0,,2550151.0,-1069844.0,-352205.0,2969508.0,3304523.0,,450498.0
277.0,225,126.0,164.0,186.0,180.0,"Grupa Azoty Zakłady Chemiczne Police SA GK, Police",Police,SG),1965,2001.0,810822270,15501.0,8510205573,SA,2015,Produkcja nawozów i związków azotowych,chemia,142,S,2024,1020174.0,127240.0,2930.0,657542.0,802007.0,2346908.0,-72382.0,-604.0,2132426.0,-71778.0,-50932.0,2484202.0,3367082.0,,360244.0
268.0,221,200.0,236.0,258.0,228.0,"Firma Oponiarska Dębica SA, Dębica",Dębica,SG),1937,2001.0,850004505,45477.0,8720003404,SA,2211,Produkcja opon i dętek z gumy; bieżnikowanie i regenerowanie opon z gumy,produkcja,540,J,2019,950964.0,92849.0,3063.0,1157634.0,1842429.0,800066.0,122023.0,,,112739.0,119747.0,2056055.0,1751030.0,593396.0,271294.0
268.0,221,200.0,236.0,258.0,228.0,"Firma Oponiarska Dębica SA, Dębica",Dębica,SG),1937,2001.0,850004505,45477.0,8720003404,SA,2211,Produkcja opon i dętek z gumy; bieżnikowanie i regenerowanie opon z gumy,produkcja,540,J,2020,1033212.0,96515.0,2984.0,1169711.0,1635319.0,785344.0,83336.0,,648845.0,68392.0,80256.0,1815175.0,1818556.0,,284589.0
268.0,221,200.0,236.0,258.0,228.0,"Firma Oponiarska Dębica SA, Dębica",Dębica,SG),1937,2001.0,850004505,45477.0,8720003404,SA,2211,Produkcja opon i dętek z gumy; bieżnikowanie i regenerowanie opon z gumy,produkcja,540,J,2021,1190975.0,97516.0,3016.0,1161044.0,2078466.0,789594.0,54800.0,,819525.0,42679.0,50880.0,2342828.0,1980569.0,,314689.0
268.0,221,200.0,236.0,258.0,228.0,"Firma Oponiarska Dębica SA, Dębica",Dębica,SG),1937,2001.0,850004505,45477.0,8720003404,SA,2211,Produkcja opon i dętek z gumy; bieżnikowanie i regenerowanie opon z gumy,produkcja,540,J,2022,1384129.0,96610.0,3079.0,1201619.0,2898780.0,830615.0,91610.0,,1013125.0,72597.0,78571.0,3277965.0,2214744.0,,322000.0
268.0,221,200.0,236.0,258.0,228.0,"Firma Oponiarska Dębica SA, Dębica",Dębica,SG),1937,2001.0,850004505,45477.0,8720003404,SA,2211,Produkcja opon i dętek z gumy; bieżnikowanie i regenerowanie opon z gumy,produkcja,540,J,2023,1576669.0,97637.0,2728.0,1431452.0,2689103.0,854297.0,352718.0,,999514.0,284353.0,322193.0,2992411.0,2430966.0,,351177.0
268.0,221,200.0,236.0,258.0,228.0,"Firma Oponiarska Dębica SA, Dębica",Dębica,SG),1937,2001.0,850004505,45477.0,8720003404,SA,2211,Produkcja opon i dętek z gumy; bieżnikowanie i regenerowanie opon z gumy,produkcja,540,J,2024,1304252.0,94839.0,2630.0,1367039.0,2260646.0,1014919.0,98177.0,20421.0,952132.0,77756.0,58268.0,2518829.0,2319171.0,,393204.0
43.0,39,14.0,17.0,32.0,22.0,"Grupa Azoty SA GK, Tarnów",Tarnów,SG),1927,2001.0,850002268,75450.0,8730006829,SA,2015,Produkcja nawozów i związków azotowych,chemia,145,S,2019,4773254.0,811286.0,15607.0,7693947.0,5659291.0,10705437.0,558459.0,,,407673.0,612824.0,11307915.0,15478691.0,7784744.0,1795144.0
43.0,39,14.0,17.0,32.0,22.0,"Grupa Azoty SA GK, Tarnów",Tarnów,SG),1927,2001.0,850002268,75450.0,8730006829,SA,2015,Produkcja nawozów i związków azotowych,chemia,145,S,2020,4695425.0,765788.0,15558.0,8288902.0,5329558.0,13511725.0,506149.0,,9918248.0,355410.0,555759.0,10524527.0,18207150.0,,1762820.0
43.0,39,14.0,17.0,32.0,22.0,"Grupa Azoty SA GK, Tarnów",Tarnów,SG),1927,2001.0,850002268,75450.0,8730006829,SA,2015,Produkcja nawozów i związków azotowych,chemia,145,S,2021,8738869.0,761656.0,15605.0,8932167.0,7964381.0,14905836.0,733885.0,,14712538.0,633687.0,876505.0,15901259.0,23644705.0,,1787975.0
43.0,39,14.0,17.0,32.0,22.0,"Grupa Azoty SA GK, Tarnów",Tarnów,SG),1927,2001.0,850002268,75450.0,8730006829,SA,2015,Produkcja nawozów i związków azotowych,chemia,145,S,2022,8916891.0,208067.0,15751.0,9956367.0,10397059.0,16948753.0,688686.0,,15909277.0,583820.0,865649.0,24657853.0,25865644.0,,2167262.0
43.0,39,14.0,17.0,32.0,22.0,"Grupa Azoty SA GK, Tarnów",Tarnów,SG),1927,2001.0,850002268,75450.0,8730006829,SA,2015,Produkcja nawozów i związków azotowych,chemia,145,S,2023,7031404.0,808174.0,15801.0,6468289.0,5074315.0,17265116.0,-3583264.0,,17828231.0,-3290464.0,-3600222.0,13545094.0,24296520.0,,2073736.0
43.0,39,14.0,17.0,32.0,22.0,"Grupa Azoty SA GK, Tarnów",Tarnów,SG),1927,2001.0,850002268,75450.0,8730006829,SA,2015,Produkcja nawozów i związków azotowych,chemia,145,S,2024,6035501.0,851123.0,15163.0,5290637.0,6245290.0,18126429.0,-1041743.0,35726.0,18871293.0,-1077469.0,-872450.0,13042933.0,24161930.0,,1941878.0
47.0,48,48.0,43.0,40.0,42.0,"Grupa Neuca SA, Toruń ",Toruń,SG),1990,2001.0,870227804,49872.0,8790017162,SA,4646,Sprzedaż hurtowa wyrobów farmaceutycznych i medycznych,ochrona zdrowia i farmacja,450,S,2019,2398293.0,55610.0,3754.0,643620.0,54040.0,1012926.0,155026.0,,,117453.0,156692.0,8272365.0,3411219.0,2765602.0,270382.0
47.0,48,48.0,43.0,40.0,42.0,"Grupa Neuca SA, Toruń ",Toruń,SG),1990,2001.0,870227804,49872.0,8790017162,SA,4646,Sprzedaż hurtowa wyrobów farmaceutycznych i medycznych,ochrona zdrowia i farmacja,450,S,2020,2427227.0,64622.0,3682.0,776800.0,97280.0,1178845.0,194031.0,,2829272.0,143733.0,212654.0,9254014.0,3606072.0,,302947.0
47.0,48,48.0,43.0,40.0,42.0,"Grupa Neuca SA, Toruń ",Toruń,SG),1990,2001.0,870227804,49872.0,8790017162,SA,4646,Sprzedaż hurtowa wyrobów farmaceutycznych i medycznych,ochrona zdrowia i farmacja,450,S,2021,2620322.0,79532.0,3786.0,884811.0,98000.0,1496364.0,202233.0,,3231875.0,152550.0,198189.0,9864258.0,4116686.0,,373584.0
